x	y	y_inv	frequency	y_fwd(real)	y_fwd(imaginary)
9.33	0.982472	0.944867	93.014	7.58839	39.2123
9.34	0.908236	0.942968	93.1138	-36.7586	-46.6406
9.35	0.954833	0.95443	93.2136	46.8862	7.40492
9.36	0.899182	0.978783	93.3134	-55.1218	46.4687
9.37	1.149	1.01051	93.4132	20.5929	-51.1718
9.38	1.02542	1.04137	93.513	44.1869	49.9519
9.39	0.941526	1.06331	93.6128	-57.5874	-39.3768
9.4	1.13449	1.07057	93.7126	46.8142	-33.792
9.41	1.14334	1.06087	93.8124	-35.8749	76.8671
9.42	0.943262	1.03614	93.9122	-10.4013	-48.918
9.43	1.07748	1.00314	94.012	71.917	24.4318
9.44	0.805696	0.972788	94.1118	-69.0384	-3.64712
9.45	1.09994	0.957182	94.2116	24.7967	-46.8829
9.46	0.985874	0.96421	94.3114	0.133323	72.9749
9.47	0.946729	0.992362	94.4112	-25.3916	-40.1
9.48	1.00765	1.02936	94.511	65.3566	-4.75864
9.49	1.12748	1.05686	94.6108	-52.6938	17.9477
9.5	0.92339	1.05983	94.7106	4.40159	-48.1221
9.51	1.0987	1.03521	94.8104	9.15197	48.3337
9.52	1.06441	0.994543	94.9102	-28.3427	-10.5194
9.53	0.970123	0.957957	95.01	48.6157	0.828472
9.54	0.852709	0.943004	95.1098	-21.9755	-5.88401
9.55	0.936664	0.955095	95.2096	-2.4609	-31.5275
9.56	1.06936	0.985593	95.3094	-14.7429	39.4365
9.57	0.906471	1.01846	95.4092	5.10515	-2.06835
9.58	1.21146	1.04064	95.509	37.674	6.00757
9.59	0.936717	1.04916	95.6088	-33.3199	-28.1238
9.6	1.04924	1.05032	95.7086	1.93418	-9.95728
9.61	1.1076	1.05266	95.8084	-19.004	48.6314
9.62	1.00514	1.05926	95.9082	20.6224	-34.8934
9.63	1.00298	1.06532	96.008	29.0778	21.1149
9.64	1.21562	1.06245	96.1078	-53.6322	-16.8465
9.65	1.00138	1.04607	96.2076	40.9218	-26.0255
9.66	0.963411	1.02002	96.3074	-35.2344	53.0118
9.67	1.03688	0.994942	96.4072	-8.06925	-48.2143
9.68	0.937795	0.98182	96.507	59.3871	45.7903
9.69	1.03135	0.985572	96.6068	-51.6095	-20.8983
9.7	0.943659	1.0031	96.7066	34.1411	-57.8902
9.71	1.11992	1.02644	96.8064	-40.4321	83.2812
9.72	1.05597	1.04787	96.9062	-8.00448	-29.8529
9.73	0.942026	1.06269	97.006	91.8734	12.0874
9.74	1.09911	1.06847	97.1058	-72.4333	-14.1271
9.75	1.09455	1.06254	97.2056	19.82	-51.1474
9.76	1.10009	1.04154	97.3054	-9.89635	88.9865
9.77	0.954254	1.00447	97.4052	-11.2961	-39.7876
9.78	0.916163	0.957098	97.505	62.0733	-5.66222
9.79	0.938337	0.913268	97.6048	-64.1142	17.9369
9.8	0.858412	0.89035	97.7046	38.1118	-41.8628
9.81	1.06645	0.900359	97.8044	-17.7229	41.4105
9.82	0.706208	0.942157	97.9042	-22.8338	-23.4451
9.83	1.16127	1.00027	98.004	65.5327	31.6662
9.84	0.977418	1.05184	98.1038	-37.6975	-14.237
9.85	1.07794	1.0779	98.2036	41.7386	-51.3641
9.86	1.16449	1.07227	98.3034	-67.5708	59.2862
9.87	0.95355	1.04316	98.4032	5.6386	-15.2238
9.88	0.984875	1.00727	98.503	95.779	34.0239
9.89	1.03195	0.980758	98.6028	-92.6478	-54.1
9.9	1.01632	0.972588	98.7026	55.8444	-32.0216
9.91	0.887393	0.983079	98.8024	-54.2328	97.6477
9.92	1.05029	1.0067	98.9022	1.08415	-72.2154
9.93	1.08079	1.03598	99.002	104.144	42.6984
9.94	0.974365	1.0641	99.1018	-140.97	-11.8276
9.95	1.11863	1.08594	99.2016	104.626	-68.1922
9.96	1.14399	1.09883	99.3014	-29.659	104.908
9.97	1.09505	1.10348	99.4012	-81.3752	-92.8569
9.98	1.03182	1.1043	99.501	159.893	59.5142
9.99	1.16643	1.10716	99.6008	-125.387	28.4718
10	1.11529	1.11502	99.7006	68.849	-137.671
