x	y	y_inv	frequency	y_fft(real)	y_fft(imaginary)
9.7	0.943659	1.0002	96.9	3.97236	-32.9216
9.71	1.11992	1.02427	97	85.3401	27.9612
9.72	1.05597	1.04837	97.1	-71.8951	-29.1902
9.73	0.942026	1.06562	97.2	29.3511	-42.2218
9.74	1.09911	1.07144	97.3	-25.0571	86.6453
9.75	1.09455	1.06295	97.4	-1.9073	-43.9845
9.76	1.10009	1.03884	97.5	60.1043	4.96883
9.77	0.954254	1.0008	97.6	-67.1543	7.23955
9.78	0.916163	0.955618	97.7	44.5297	-34.7584
9.79	0.938337	0.915445	97.8	-24.5021	39.3253
9.8	0.858412	0.894545	97.9	-17.2551	-26.1353
9.81	1.06645	0.903018	98	60.6593	39.2068
9.82	0.706208	0.940798	98.1	-36.9458	-20.6698
9.83	1.16127	0.995774	98.2	45.5778	-44.4482
9.84	0.977418	1.04796	98.3	-74.0289	52.9801
9.85	1.07794	1.07817	98.4	10.4531	-15.024
9.86	1.16449	1.07682	98.5	90.2306	41.274
9.87	0.95355	1.04826	98.6	-88.9625	-63.0594
9.88	0.984875	1.00832	98.7	58.1697	-24.5423
9.89	1.03195	0.97637	98.8	-61.8718	92.9713
9.9	1.01632	0.966248	98.9	8.02875	-72.7376
9.91	0.887393	0.980519	99	99.2857	49.3849
9.92	1.05029	1.01085	99.1	-140.389	-20.8492
9.93	1.08079	1.04376	99.2	108.542	-61.5787
9.94	0.974365	1.06841	99.3	-35.7841	103.442
9.95	1.11863	1.08178	99.4	-76.6346	-96.0171
9.96	1.14399	1.08875	99.5	157.495	65.0673
9.97	1.09505	1.09688	99.6	-126.788	24.3732
9.98	1.03182	1.10952	99.7	71.4735	-135.91
9.99	1.16643	1.12166	99.8	-8.48957	132.046
10	1.11529	1.12174	99.9	-122.029	-45.6571
